industry_slug,industry_name,industry_description,industry_sort_order,industry_function_slug,industry_function_name,industry_function_description,industry_function_sort_order,vendor_slug,vendor_name,vendor_logo_url,vendor_logo_asset,vendor_summary,vendor_sort_order,product_slug,product_name,product_family,integration_status,integration_type,integration_api_url,product_summary,product_sort_order,is_visible,internal_notes,asset_data_available,telemetry_data_available,writeback_supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,plm-engineering,PLM & Engineering,"Engineering, digital thread, and lifecycle management systems for industrial products and assets.",70,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,comos-web-rest-api,COMOS Web REST API,COMOS,built,OpenAPI,https://developer.siemens.com/comos/comos-rest-apispec.json,"REST-style, HTTP-based API used to interact with COMOS data and to access COMOS features.",10,TRUE,source_key=siemens-developer-portal; source_product_line_slug=comos; source_product_line_name=COMOS; scraped_source=https://developer.siemens.com/comos/overview.html; integration_api_url=https://developer.siemens.com/comos/comos-rest-apispec.json; tags=comos,Supported,Not Supported,Supported
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,payments-rails,Payments & Rails,"Payment acceptance, issuing, and money movement infrastructure.",20,checkout-com,Checkout.com,,,Checkout.com provides software and API surfaces used in fintech workflows.,100,checkout-com-api-reference,Checkout.com API Reference,Checkout.com,built,REST API,https://api-reference.checkout.com/,Public API reference.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://api-reference.checkout.com/; evidence_note=Public API reference.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,fraud-kyc,Fraud & KYC,"Fraud prevention, identity verification, and onboarding compliance systems.",30,socure,Socure,,,Socure provides software and API surfaces used in fintech workflows.,110,socure-riskos-idv-apis,Socure RiskOS / IDV APIs,Socure RiskOS / IDV,planned,Developer Portal,,DevHub docs access is email/login gated; GitHub specs visible for some assets.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-portal; closest_public_source=https://developer.socure.com/login; evidence_note=DevHub docs access is email/login gated; GitHub specs visible for some assets.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,fraud-kyc,Fraud & KYC,"Fraud prevention, identity verification, and onboarding compliance systems.",30,jumio,Jumio,,,Jumio provides software and API surfaces used in fintech workflows.,120,jumio-apis-and-sdks,Jumio APIs and SDKs,Jumio APIs and SDKs,built,REST API,https://documentation.jumio.ai/,"Public documentation hub for APIs, SDKs, and guides.",10,FALSE,"research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://documentation.jumio.ai/; evidence_note=Public documentation hub for APIs, SDKs, and guides.",,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,fraud-kyc,Fraud & KYC,"Fraud prevention, identity verification, and onboarding compliance systems.",30,trulioo,Trulioo,,,Trulioo provides software and API surfaces used in fintech workflows.,130,trulioo-api,Trulioo API,Trulioo,built,REST API,https://developer.trulioo.com/,Public developer docs/portal.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developer.trulioo.com/; evidence_note=Public developer docs/portal.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,open-banking,Open Banking,Account connectivity and financial data access platforms.,40,plaid,Plaid,,,Plaid provides software and API surfaces used in fintech workflows.,140,plaid-api,Plaid API,Plaid,built,REST API,https://plaid.com/docs/api/,Public API reference and guides.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://plaid.com/docs/api/; evidence_note=Public API reference and guides.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,open-banking,Open Banking,Account connectivity and financial data access platforms.,40,tink,Tink,,,Tink provides software and API surfaces used in fintech workflows.,150,tink-api,Tink API,Tink,built,REST API,https://docs.tink.com/api/,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.tink.com/api/; evidence_note=Public API docs.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,open-banking,Open Banking,Account connectivity and financial data access platforms.,40,truelayer,TrueLayer,,,TrueLayer provides software and API surfaces used in fintech workflows.,160,truelayer-api,TrueLayer API,TrueLayer,built,REST API,https://docs.truelayer.com/,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.truelayer.com/; evidence_note=Public API docs.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,open-banking,Open Banking,Account connectivity and financial data access platforms.,40,salt-edge,Salt Edge,,,Salt Edge provides software and API surfaces used in fintech workflows.,170,salt-edge-api,Salt Edge API,Salt Edge,built,REST API,https://docs.saltedge.com/,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.saltedge.com/; evidence_note=Public API docs.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,open-banking,Open Banking,Account connectivity and financial data access platforms.,40,akoya,Akoya,,,Akoya provides software and API surfaces used in fintech workflows.,180,akoya-api,Akoya API,Akoya,built,REST API,https://docs.akoya.com/,Public API docs for FDX/Open Finance flows.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.akoya.com/; evidence_note=Public API docs for FDX/Open Finance flows.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,lending,Lending,"Loan origination, underwriting, and servicing systems.",50,blend,Blend,,,Blend provides software and API surfaces used in fintech workflows.,190,blend-apis,Blend APIs,Blend,planned,Developer Portal,,Developer portal visible; detailed access may require customer/partner account.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-portal; closest_public_source=https://developers.blend.com/; evidence_note=Developer portal visible; detailed access may require customer/partner account.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,wealth-management,Wealth Mgmt,"Advisory, portfolio, and wealth operations platforms.",60,addepar,Addepar,,,Addepar provides software and API surfaces used in fintech workflows.,200,addepar-api,Addepar API,Addepar,built,REST API,https://developers.addepar.com/,Public developer/docs portal.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.addepar.com/; evidence_note=Public developer/docs portal.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,wealth-management,Wealth Mgmt,"Advisory, portfolio, and wealth operations platforms.",60,envestnet,Envestnet,,,Envestnet provides software and API surfaces used in fintech workflows.,210,envestnet-yodlee-apis,Envestnet / Yodlee APIs,Envestnet / Yodlee,built,REST API,https://developer.envestnet.com/,Public developer portal and APIs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developer.envestnet.com/; evidence_note=Public developer portal and APIs.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,insurtech,Insurtech,"Insurance operations, policy systems, and digital insurance platforms.",70,guidewire,Guidewire,,,Guidewire provides software and API surfaces used in fintech workflows.,220,guidewire-cloud-apis,Guidewire Cloud APIs,Guidewire Cloud,built,REST API,https://docs.guidewire.com/,Guidewire docs are public; some API references require account/context.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.guidewire.com/; evidence_note=Guidewire docs are public; some API references require account/context.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,treasury-fx,Treasury & FX,"Treasury, liquidity, and foreign exchange platforms.",80,airwallex,Airwallex,,,Airwallex provides software and API surfaces used in fintech workflows.,230,airwallex-api,Airwallex API,Airwallex,built,REST API,https://www.airwallex.com/docs/api,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://www.airwallex.com/docs/api; evidence_note=Public API docs.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,regtech,RegTech,"Compliance operations, regulatory intelligence, and AML monitoring systems.",90,complyadvantage,ComplyAdvantage,,,ComplyAdvantage provides software and API surfaces used in fintech workflows.,240,complyadvantage-api,ComplyAdvantage API,ComplyAdvantage,built,REST API,https://docs.complyadvantage.com/,Public API docs for screening/monitoring.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.complyadvantage.com/; evidence_note=Public API docs for screening/monitoring.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,digital-assets,Digital Assets,"Digital asset custody, exchange, and blockchain infrastructure systems.",100,coinbase,Coinbase,,,Coinbase provides software and API surfaces used in fintech workflows.,250,coinbase-developer-platform-apis,Coinbase Developer Platform APIs,Coinbase Developer Platform,built,REST API,https://docs.cdp.coinbase.com/,Public developer docs and API references.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.cdp.coinbase.com/; evidence_note=Public developer docs and API references.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,digital-assets,Digital Assets,"Digital asset custody, exchange, and blockchain infrastructure systems.",100,fireblocks,Fireblocks,,,Fireblocks provides software and API surfaces used in fintech workflows.,260,fireblocks-api,Fireblocks API,Fireblocks,built,REST API,https://developers.fireblocks.com/,Public developer docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.fireblocks.com/; evidence_note=Public developer docs.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,digital-assets,Digital Assets,"Digital asset custody, exchange, and blockchain infrastructure systems.",100,chainalysis,Chainalysis,,,Chainalysis provides software and API surfaces used in fintech workflows.,270,chainalysis-apis,Chainalysis APIs,Chainalysis,built,REST API,https://docs.chainalysis.com/,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.chainalysis.com/; evidence_note=Public API docs.,,,
fintech,Fintech,"Banking, payments, open finance, risk, and treasury APIs for programmable financial workflows.",25,digital-assets,Digital Assets,"Digital asset custody, exchange, and blockchain infrastructure systems.",100,circle,Circle,,,Circle provides software and API surfaces used in fintech workflows.,280,circle-apis,Circle APIs,Circle,built,REST API,https://developers.circle.com/,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.circle.com/; evidence_note=Public API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,e-commerce,E-Commerce,"Commerce platforms, storefronts, and order orchestration systems.",10,shopify,Shopify,,,Shopify provides software and API surfaces used in retail workflows.,10,shopify-admin-apis,Shopify Admin APIs,Shopify Admin,built,REST API,https://shopify.dev/docs/api,"Public API docs for Admin, Storefront, GraphQL, etc.",10,FALSE,"research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://shopify.dev/docs/api; evidence_note=Public API docs for Admin, Storefront, GraphQL, etc.",,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,e-commerce,E-Commerce,"Commerce platforms, storefronts, and order orchestration systems.",10,bigcommerce,BigCommerce,,,BigCommerce provides software and API surfaces used in retail workflows.,20,bigcommerce-apis,BigCommerce APIs,BigCommerce,built,REST API,https://docs.bigcommerce.com/developer/api-reference/about-our-apis,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.bigcommerce.com/developer/api-reference/about-our-apis; evidence_note=Public API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,e-commerce,E-Commerce,"Commerce platforms, storefronts, and order orchestration systems.",10,adobe,Adobe,,,Adobe provides software and API surfaces used in retail workflows.,30,adobe-commerce-rest-graphql-apis,Adobe Commerce REST/GraphQL APIs,Adobe Commerce,built,GraphQL API,https://developer.adobe.com/commerce/webapi/,Public Adobe Commerce Web API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developer.adobe.com/commerce/webapi/; evidence_note=Public Adobe Commerce Web API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,e-commerce,E-Commerce,"Commerce platforms, storefronts, and order orchestration systems.",10,salesforce,Salesforce,,,Salesforce provides software and API surfaces used in retail workflows.,40,salesforce-apis-commerce-apis,Salesforce APIs / Commerce APIs,Salesforce / Commerce,built,REST API,https://developer.salesforce.com/docs/apis,Public Salesforce API library; Commerce Cloud docs are also public.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developer.salesforce.com/docs/apis; evidence_note=Public Salesforce API library; Commerce Cloud docs are also public.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,e-commerce,E-Commerce,"Commerce platforms, storefronts, and order orchestration systems.",10,commercetools,Commercetools,,,Commercetools provides software and API surfaces used in retail workflows.,50,commercetools-http-api,commercetools HTTP API,commercetools,built,REST API,https://docs.commercetools.com/api/,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.commercetools.com/api/; evidence_note=Public API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,pos-systems,POS Systems,"Point-of-sale, in-store transaction, and checkout systems.",20,square,Square,,,Square provides software and API surfaces used in retail workflows.,60,square-apis,Square APIs,Square,built,REST API,https://developer.squareup.com/reference/square,Public API reference.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developer.squareup.com/reference/square; evidence_note=Public API reference.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,pos-systems,POS Systems,"Point-of-sale, in-store transaction, and checkout systems.",20,toast,Toast,,,Toast provides software and API surfaces used in retail workflows.,70,toast-apis,Toast APIs,Toast,built,REST API,https://doc.toasttab.com/,Public Toast API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://doc.toasttab.com/; evidence_note=Public Toast API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,pos-systems,POS Systems,"Point-of-sale, in-store transaction, and checkout systems.",20,lightspeed,Lightspeed,,,Lightspeed provides software and API surfaces used in retail workflows.,80,lightspeed-retail-apis,Lightspeed Retail APIs,Lightspeed Retail,built,REST API,https://developers.lightspeedhq.com/,Public developer docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.lightspeedhq.com/; evidence_note=Public developer docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,pos-systems,POS Systems,"Point-of-sale, in-store transaction, and checkout systems.",20,clover,Clover,,,Clover provides software and API surfaces used in retail workflows.,90,clover-apis,Clover APIs,Clover,built,REST API,https://docs.clover.com/,Public developer docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.clover.com/; evidence_note=Public developer docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,pos-systems,POS Systems,"Point-of-sale, in-store transaction, and checkout systems.",20,ncr,NCR,,,NCR provides software and API surfaces used in retail workflows.,100,ncr-voyix-developer-portal,NCR Voyix developer portal,NCR Voyix,planned,Developer Portal,,Public developer portal; API access may require registration/partner access.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-portal; closest_public_source=https://developer.ncr.com/; evidence_note=Public developer portal; API access may require registration/partner access.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,crm-loyalty,CRM & Loyalty,"Customer engagement, loyalty, and retail relationship platforms.",30,klaviyo,Klaviyo,,,Klaviyo provides software and API surfaces used in retail workflows.,110,klaviyo-api,Klaviyo API,Klaviyo,built,REST API,https://developers.klaviyo.com/en/reference/api_overview,Public API reference.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.klaviyo.com/en/reference/api_overview; evidence_note=Public API reference.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,crm-loyalty,CRM & Loyalty,"Customer engagement, loyalty, and retail relationship platforms.",30,yotpo,Yotpo,,,Yotpo provides software and API surfaces used in retail workflows.,120,yotpo-apis,Yotpo APIs,Yotpo,built,REST API,https://developers.yotpo.com/,Public developer docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.yotpo.com/; evidence_note=Public developer docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,crm-loyalty,CRM & Loyalty,"Customer engagement, loyalty, and retail relationship platforms.",30,attentive,Attentive,,,Attentive provides software and API surfaces used in retail workflows.,130,attentive-apis,Attentive APIs,Attentive,built,REST API,https://docs.attentive.com/,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.attentive.com/; evidence_note=Public API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,crm-loyalty,CRM & Loyalty,"Customer engagement, loyalty, and retail relationship platforms.",30,bazaarvoice,Bazaarvoice,,,Bazaarvoice provides software and API surfaces used in retail workflows.,140,bazaarvoice-apis,Bazaarvoice APIs,Bazaarvoice,built,REST API,https://developer.bazaarvoice.com/,Public developer docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developer.bazaarvoice.com/; evidence_note=Public developer docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,crm-loyalty,CRM & Loyalty,"Customer engagement, loyalty, and retail relationship platforms.",30,salesforce,Salesforce,,,Salesforce provides software and API surfaces used in retail workflows.,40,salesforce-apis-commerce-apis-crm-loyalty,Salesforce APIs / Commerce APIs,Salesforce / Commerce,built,REST API,https://developer.salesforce.com/docs/apis,Public Salesforce API library; Commerce Cloud docs are also public.,20,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developer.salesforce.com/docs/apis; evidence_note=Public Salesforce API library; Commerce Cloud docs are also public.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,inventory-oms,Inventory & OMS,"Inventory, fulfillment, and order management systems.",40,manhattan,Manhattan,,,Manhattan provides software and API surfaces used in retail workflows.,150,manhattan-active-developer-portal-inventory-oms,Manhattan Active developer portal,Manhattan Active,planned,Developer Portal,,Public-facing developer portal; API access depends on partner/customer credentials.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-portal; closest_public_source=https://developer.manh.com/; evidence_note=Public-facing developer portal; API access depends on partner/customer credentials.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,inventory-oms,Inventory & OMS,"Inventory, fulfillment, and order management systems.",40,fluent-commerce,Fluent Commerce,,,Fluent Commerce provides software and API surfaces used in retail workflows.,160,fluent-commerce-apis,Fluent Commerce APIs,Fluent Commerce,built,REST API,https://docs.fluentcommerce.com/,Public docs/SDKs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.fluentcommerce.com/; evidence_note=Public docs/SDKs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,inventory-oms,Inventory & OMS,"Inventory, fulfillment, and order management systems.",40,blue-yonder,Blue Yonder,,,Blue Yonder provides software and API surfaces used in retail workflows.,170,blue-yonder-developer-api-portal-inventory-oms,Blue Yonder developer/API portal,Blue Yonder developer/ portal,planned,Developer Portal,,"Developer portal is public-facing, but API catalog/key access requires sign-in.",10,FALSE,"research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-portal; closest_public_source=https://developer-link.blueyonder.com/; evidence_note=Developer portal is public-facing, but API catalog/key access requires sign-in.",,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,inventory-oms,Inventory & OMS,"Inventory, fulfillment, and order management systems.",40,oracle,Oracle,,,Oracle provides software and API surfaces used in retail workflows.,180,oracle-cloud-scm-retail-tms-apis,Oracle Cloud SCM/Retail/TMS APIs,Oracle Cloud SCM/Retail/TMS,built,REST API,https://docs.oracle.com/en/cloud/saas/,Public Oracle SaaS REST/API docs; product-specific tenant access required.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.oracle.com/en/cloud/saas/; evidence_note=Public Oracle SaaS REST/API docs; product-specific tenant access required.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,merchandising,Merchandising,"Product discovery, search, and merchandising optimization platforms.",50,bluecore,Bluecore,,,Bluecore provides software and API surfaces used in retail workflows.,190,bluecore-apis,Bluecore APIs,Bluecore,built,REST API,https://developers.bluecore.com/,Public developer/API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.bluecore.com/; evidence_note=Public developer/API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,merchandising,Merchandising,"Product discovery, search, and merchandising optimization platforms.",50,algolia,Algolia,,,Algolia provides software and API surfaces used in retail workflows.,200,algolia-apis,Algolia APIs,Algolia,built,REST API,https://www.algolia.com/doc/api-reference/,Public API reference.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://www.algolia.com/doc/api-reference/; evidence_note=Public API reference.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,merchandising,Merchandising,"Product discovery, search, and merchandising optimization platforms.",50,dynamic-yield,Dynamic Yield,,,Dynamic Yield provides software and API surfaces used in retail workflows.,210,dynamic-yield-apis,Dynamic Yield APIs,Dynamic Yield,built,REST API,https://dy.dev/docs,Public developer documentation.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://dy.dev/docs; evidence_note=Public developer documentation.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,merchandising,Merchandising,"Product discovery, search, and merchandising optimization platforms.",50,bloomreach,Bloomreach,,,Bloomreach provides software and API surfaces used in retail workflows.,220,bloomreach-apis,Bloomreach APIs,Bloomreach,built,REST API,https://documentation.bloomreach.com/developers/reference,Public developer reference.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://documentation.bloomreach.com/developers/reference; evidence_note=Public developer reference.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,merchandising,Merchandising,"Product discovery, search, and merchandising optimization platforms.",50,constructor,Constructor,,,Constructor provides software and API surfaces used in retail workflows.,230,constructor-io-apis,Constructor.io APIs,Constructor.io,built,REST API,https://docs.constructor.com/reference,Public API reference.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.constructor.com/reference; evidence_note=Public API reference.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,supply-chain,Supply Chain,"Retail logistics, replenishment, and delivery orchestration systems.",60,bringg,Bringg,,,Bringg provides software and API surfaces used in retail workflows.,240,bringg-api,Bringg API,Bringg,built,REST API,https://developers.bringg.com/,Public developer docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.bringg.com/; evidence_note=Public developer docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,supply-chain,Supply Chain,"Retail logistics, replenishment, and delivery orchestration systems.",60,shippo,Shippo,,,Shippo provides software and API surfaces used in retail workflows.,250,shippo-api,Shippo API,Shippo,built,REST API,https://docs.goshippo.com/,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://docs.goshippo.com/; evidence_note=Public API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,supply-chain,Supply Chain,"Retail logistics, replenishment, and delivery orchestration systems.",60,shipstation,ShipStation,,,ShipStation provides software and API surfaces used in retail workflows.,260,shipstation-api,ShipStation API,ShipStation,built,REST API,https://www.shipstation.com/docs/api/,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://www.shipstation.com/docs/api/; evidence_note=Public API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,marketing-tech,Marketing Tech,"Campaign, lifecycle, and audience engagement platforms for retail brands.",70,hubspot,HubSpot,,,HubSpot provides software and API surfaces used in retail workflows.,270,hubspot-apis,HubSpot APIs,HubSpot,built,REST API,https://developers.hubspot.com/docs/api/overview,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://developers.hubspot.com/docs/api/overview; evidence_note=Public API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,marketing-tech,Marketing Tech,"Campaign, lifecycle, and audience engagement platforms for retail brands.",70,braze,Braze,,,Braze provides software and API surfaces used in retail workflows.,280,braze-apis,Braze APIs,Braze,built,REST API,https://www.braze.com/docs/api,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://www.braze.com/docs/api; evidence_note=Public API docs.,,,
retail,Retail,"Commerce, POS, fulfillment, loyalty, and retail operations APIs.",35,marketing-tech,Marketing Tech,"Campaign, lifecycle, and audience engagement platforms for retail brands.",70,iterable,Iterable,,,Iterable provides software and API surfaces used in retail workflows.,290,iterable-api,Iterable API,Iterable,built,REST API,https://api.iterable.com/api/docs,Public API docs.,10,FALSE,research_source=phase4-non-manufacturing-pdf-v5; research_reviewed=2026-05-11; access=public-docs; closest_public_source=https://api.iterable.com/api/docs; evidence_note=Public API docs.,,,
